name,price,set_ID,rating
Corner Garage,"$199.99, 179.99€ | ,7.8c, 7.0c,Box,LEGO exclusive,USA: Jan 19, UK/EU: Jan 19,Normal",10264: ,5.0
Ford Mustang,"$149.99, 129.99€ | ,10.2c, 8.8c,Box,LEGO exclusive,USA: Mar 19, UK/EU: Mar 19,Normal",10265: ,5.0
NASA Apollo 11 Lunar Lander,"$99.99, 89.99€ | ,9.2c, 8.3c,Box,LEGO exclusive,Normal",10266: ,5.0
{Winter village set},,10267: ,5.0
{Vehicle D2C set},,10269: ,5.0
Woody & RC,"$9.99, 9.99€ | ,14.5c, 14.5c,Box,Retail,USA: Apr 19, UK/EU: Apr 19,Normal",10766: ,5.0
Duke Caboom's Stunt Show,"$19.99, 19.99€ | ,Box,Retail,USA: Apr 19, UK/EU: Apr 19,Normal",10767: ,5.0
Buzz and Bo Peep's Playground Adventure,"$24.99, 24.99€ | ,Box,Retail,USA: Apr 19, UK/EU: Apr 19,Normal",10768: ,5.0
RV Vacation,"$34.99, 34.99€ | ,19.7c, 19.7c,Box,Retail,USA: Apr 19, UK/EU: Apr 19,Normal",10769: ,5.0
Buzz & Woody's Carnival Mania!,"$49.99, 49.99€ | ,21.7c, 21.7c,Box,Retail,USA: Apr 19, UK/EU: Apr 19,Normal",10770: ,5.0
Carnival Thrill Coaster,"$19.99, 19.99€ | ,20.4c, 20.4c,Box,Retail,USA: Apr 19, UK/EU: Apr 19,Normal",10771: ,5.0
My First Tow Truck,"$9.99, 9.99€ | ,90.8c, 90.8c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",10883: ,5.0
My First Balancing Animals,"$14.99, 14.99€ | ,99.9c, 99.9c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",10884: ,5.0
My First Fun Puzzle,"$19.99, 19.99€ | ,USA: Jan 19, UK/EU: Jan 19,Normal",10885: ,5.0
My First Car Creations,"$19.99, 19.99€ | ,58.8c, 58.8c,USA: Jan 19, UK/EU: Jan 19,Normal",10886: ,5.0
Creative Fun,"$39.99, 34.99€ | ,33.3c, 29.2c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",10887: ,5.0
Mickey's Vacation House,"49.99€ | ,87.7c,Box,Retail,Normal",10889: ,5.0
Spider-Man vs. Electro,"$19.99, 19.99€ | ,68.9c, 68.9c,USA: Jan 19, UK/EU: Jan 19,Normal",10893: ,5.0
Train,"$19.99, 19.99€ | ,95.2c, 95.2c,Box,Retail,USA: Mar 19, UK/EU: Mar 19,Normal",10894: ,5.0
Emmet and Lucy's Visitors from the DUPLO Planet,"$29.99, 29.99€ | ,56.6c, 56.6c,Box,Retail,USA: Dec 18, UK/EU: Dec 18,Normal",10895: ,5.0
My First Minnie Build,"$9.99, 9.99€ | ,99.9c, 99.9c,USA: Jan 19, UK/EU: Jan 19,Normal",10897: ,5.0
My First Mickey Build,"$9.99, 9.99€ | ,111.0c, 111.0c,USA: Jan 19, UK/EU: Jan 19,Normal",10898: ,5.0
Frozen Ice Castle,,10899: ,5.0
Police Bike,"$9.99, 9.99€ | ,124.9c, 124.9c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",10900: ,5.0
Fire Truck,"$19.99, 19.99€ | ,95.2c, 95.2c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",10901: ,5.0
Police Station,"$29.99, 29.99€ | ,78.9c, 78.9c,USA: Jan 19, UK/EU: Jan 19,Normal",10902: ,5.0
Fire Station,"$49.99, 49.99€ | ,65.8c, 65.8c,USA: Jan 19, UK/EU: Jan 19,Normal",10903: ,5.0
Baby Animals,"9.99€ | ,111.0c,Box,Retail,Normal",10904: ,5.0
Tropical Island,"59.99€ | ,82.2c,Box,Retail,Normal",10906: ,5.0
World Animals,"99.99€ | ,82.6c,Box,Retail,Normal",10907: ,5.0
Plane,"$9.99, 9.99€ | ,83.3c, 83.3c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",10908: ,5.0
Submarine Adventure,"19.99€ | ,83.3c,Box,Retail,Normal",10910: ,5.0
Bricks and Ideas,"$9.99, 9.99€ | ,8.1c, 8.1c,USA: Jan 19, UK/EU: Jan 19,Normal",11001: ,5.0
Basic Brick Set ,"$19.99, 19.99€ | ,6.7c, 6.7c,USA: Jan 19, UK/EU: Jan 19,Normal",11002: ,5.0
Bricks and Eyes ,"$29.99, 29.99€ | ,6.6c, 6.6c,USA: Jan 19, UK/EU: Jan 19,Normal",11003: ,5.0
Windows of Creativity,"29.99€ | ,6.7c,Box,Retail,Normal",11004: ,5.0
Creative Fun,"$39.99, 34.99€ | ,4.4c, 3.9c,Box,USA: Jan 19, UK/EU: Jan 19,Normal",11005: ,5.0
San Francisco,"$49.99, 49.99€ | ,8.8c, 8.8c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",21043: ,5.0
Paris,"$49.99, 49.99€ | ,7.7c, 7.7c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",21044: ,5.0
Trafalgar Square,"79.99€ | ,6.7c,Box,Retail,Normal",21045: ,5.0
Empire State Building,"99.99€ | ,5.7c,Box,Retail,Normal",21046: ,5.0
Minecraft Steve BigFig with Parrot,"$14.99, 14.99€ | ,9.4c, 9.4c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",21148: ,5.0
Minecraft Alex BigFig with Chicken,"$14.99, 14.99€ | ,9.4c, 9.4c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",21149: ,5.0
Minecraft Skeleton BigFig with Magma Cube,"$14.99, 14.99€ | ,10.6c, 10.6c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",21150: ,5.0
The End Battle,"$19.99, 19.99€ ,9.0c, 9.0c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",21151: ,5.0
Pirate Ship,"$39.99, 49.99€ | ,10.4c, 13.0c,Box,Retail,USA: Jan 19, UK/EU: Jan 19,Normal",21152: ,5.0
{?},,21153: ,5.0
{?},,21154: ,5.0
{?},,21155: ,5.0
